expense_id,expense_date,expense_category,amount,description
579,2024-01-24,Contract labor,131.24,Operating expense
580,2025-10-24,Contract labor,501.78,Operating expense
581,2024-10-06,Contract labor,554.79,Operating expense
582,2024-02-25,Contract labor,48.32,Operating expense
583,2025-05-21,Software,32.29,Operating expense
584,2024-12-30,Software,44.8,Operating expense
585,2025-04-15,Contract labor,301.38,Operating expense
586,2024-07-27,Marketing,83.13,Operating expense
587,2024-02-12,Contract labor,250.29,Operating expense
588,2025-12-02,Software,33.94,Operating expense
589,2025-11-24,Equipment,275.75,Operating expense
590,2025-07-10,Contract labor,595.55,Operating expense
591,2024-05-06,Marketing,495.03,Operating expense
592,2025-10-20,Marketing,292.8,Operating expense
593,2025-06-27,Software,43.79,Operating expense
594,2025-04-05,Travel,34.45,Operating expense
595,2025-01-30,Contract labor,191.83,Operating expense
596,2024-06-26,Contract labor,599.52,Operating expense
597,2024-05-09,Travel,171.69,Operating expense
598,2024-11-07,Contract labor,410.88,Operating expense
599,2025-11-16,Studio supplies,26.84,Operating expense
600,2024-12-08,Equipment,483.46,Operating expense
601,2025-07-14,Equipment,389.02,Operating expense
602,2025-05-21,Travel,90.2,Operating expense
603,2024-06-02,Equipment,450.79,Operating expense
604,2025-12-26,Studio supplies,80.67,Operating expense
605,2024-04-13,Studio supplies,30.77,Operating expense
606,2025-11-16,Software,124.4,Operating expense
607,2024-12-12,Marketing,269.64,Operating expense
608,2024-04-19,Travel,90.76,Operating expense
609,2024-06-27,Studio supplies,148.64,Operating expense
610,2025-02-27,Software,232.15,Operating expense
611,2025-05-12,Insurance,60.19,Operating expense
612,2025-11-03,Studio supplies,176.51,Operating expense
613,2025-11-01,Contract labor,196.24,Operating expense
614,2025-05-21,Contract labor,391.15,Operating expense
615,2025-02-02,Equipment,397.46,Operating expense
616,2025-06-04,Marketing,341.79,Operating expense
617,2024-12-20,Travel,77.14,Operating expense
618,2024-07-19,Travel,62.01,Operating expense
619,2025-10-24,Marketing,663.79,Operating expense
620,2025-01-11,Marketing,217.57,Operating expense
621,2025-07-13,Marketing,597.3,Operating expense
622,2025-04-20,Insurance,161.41,Operating expense
623,2024-10-06,Studio supplies,20.6,Operating expense
624,2025-08-01,Marketing,354.29,Operating expense
625,2024-07-05,Software,41.01,Operating expense
626,2025-06-24,Contract labor,101.28,Operating expense
627,2025-03-24,Equipment,490.74,Operating expense
628,2024-01-17,Marketing,260.92,Operating expense
629,2025-04-25,Studio supplies,16.96,Operating expense
630,2025-11-19,Contract labor,32.69,Operating expense
631,2025-02-05,Marketing,266.5,Operating expense
632,2025-09-22,Contract labor,111.84,Operating expense
633,2025-02-11,Studio supplies,38.73,Operating expense
634,2024-04-07,Equipment,159.14,Operating expense
635,2024-10-01,Contract labor,27.15,Operating expense
636,2025-11-05,Studio supplies,47.87,Operating expense
637,2025-09-20,Travel,157.81,Operating expense
638,2025-11-19,Contract labor,413.58,Operating expense
639,2024-08-04,Studio supplies,45.11,Operating expense
640,2025-01-16,Studio supplies,15.97,Operating expense
641,2024-08-19,Contract labor,346.16,Operating expense
642,2024-05-24,Studio supplies,75.17,Operating expense
643,2024-11-17,Equipment,532.72,Operating expense
644,2024-11-23,Insurance,146.81,Operating expense
645,2025-08-27,Contract labor,349.76,Operating expense
646,2025-02-28,Studio supplies,187.4,Operating expense
647,2025-03-15,Travel,137.97,Operating expense
648,2024-07-28,Insurance,343.54,Operating expense
649,2025-12-11,Studio supplies,96.43,Operating expense
650,2025-04-29,Travel,45.14,Operating expense
651,2025-12-21,Travel,114.24,Operating expense
652,2024-04-24,Contract labor,233.89,Operating expense
653,2024-01-15,Contract labor,162.61,Operating expense
654,2024-03-21,Equipment,157.6,Operating expense
655,2025-06-12,Marketing,110.73,Operating expense
656,2025-04-05,Software,24.43,Operating expense
657,2024-09-25,Equipment,29.1,Operating expense
658,2025-04-03,Marketing,193.4,Operating expense
659,2025-06-16,Travel,85.64,Operating expense
660,2024-04-09,Marketing,100.92,Operating expense
661,2025-03-04,Studio supplies,21.79,Operating expense
662,2025-11-01,Marketing,243.76,Operating expense
663,2024-12-03,Marketing,273.83,Operating expense
664,2024-07-16,Software,73.84,Operating expense
665,2025-12-13,Marketing,104.68,Operating expense
666,2024-07-20,Travel,65.83,Operating expense
667,2024-10-30,Software,141.12,Operating expense
668,2025-12-27,Studio supplies,210.1,Operating expense
669,2025-08-04,Studio supplies,87.72,Operating expense
670,2024-05-25,Contract labor,180.6,Operating expense
671,2025-06-12,Software,122.36,Operating expense
672,2024-09-23,Contract labor,224.21,Operating expense
673,2025-07-15,Insurance,43.57,Operating expense
674,2025-01-07,Studio supplies,38.72,Operating expense
675,2024-05-12,Marketing,313.75,Operating expense
676,2025-09-19,Software,27.91,Operating expense
677,2024-04-19,Equipment,218.07,Operating expense
678,2025-02-09,Equipment,187.28,Operating expense
679,2025-01-25,Studio supplies,107.52,Operating expense
680,2024-04-14,Travel,20.47,Operating expense
681,2024-05-10,Marketing,93.63,Operating expense
682,2024-05-25,Studio supplies,83.76,Operating expense
683,2025-01-03,Marketing,245.77,Operating expense
684,2025-02-10,Contract labor,268.4,Operating expense
685,2024-07-04,Travel,146.68,Operating expense
686,2025-01-21,Travel,58.62,Operating expense
687,2025-12-27,Travel,14.28,Operating expense
688,2025-09-23,Studio supplies,35.56,Operating expense
689,2024-07-04,Travel,26.45,Operating expense
690,2024-12-19,Studio supplies,29.82,Operating expense
691,2025-01-31,Contract labor,325.54,Operating expense
692,2024-01-01,Contract labor,194.22,Operating expense
693,2025-01-18,Travel,118.5,Operating expense
694,2024-03-05,Contract labor,172.55,Operating expense
695,2024-10-08,Studio supplies,25.45,Operating expense
696,2025-06-12,Equipment,825.55,Operating expense
697,2025-08-07,Contract labor,56.37,Operating expense
698,2024-06-10,Studio supplies,33.4,Operating expense
699,2024-07-25,Marketing,154.42,Operating expense
700,2024-02-05,Software,68.55,Operating expense
701,2024-01-24,Equipment,271.77,Operating expense
702,2025-04-25,Contract labor,229.63,Operating expense
703,2024-06-01,Marketing,67.0,Operating expense
704,2025-05-21,Equipment,189.55,Operating expense
705,2025-12-08,Software,94.2,Operating expense
706,2025-10-01,Software,251.95,Operating expense
707,2025-08-21,Marketing,104.06,Operating expense
708,2025-01-07,Equipment,626.69,Operating expense
709,2025-09-07,Software,55.89,Operating expense
710,2025-12-12,Insurance,37.29,Operating expense
711,2024-05-04,Insurance,113.75,Operating expense
712,2025-10-23,Software,54.81,Operating expense
713,2025-03-06,Studio supplies,35.63,Operating expense
714,2025-09-24,Equipment,317.07,Operating expense
715,2024-04-02,Studio supplies,53.2,Operating expense
716,2024-02-29,Marketing,176.65,Operating expense
717,2025-08-14,Software,51.39,Operating expense
718,2024-04-20,Studio supplies,12.52,Operating expense
719,2025-01-25,Travel,81.27,Operating expense
720,2024-07-05,Travel,143.86,Operating expense
721,2025-09-27,Travel,149.91,Operating expense
722,2025-02-18,Software,100.64,Operating expense
723,2025-09-07,Contract labor,197.31,Operating expense
724,2024-06-28,Software,121.64,Operating expense
725,2025-07-26,Equipment,141.11,Operating expense
726,2025-10-13,Software,71.95,Operating expense
727,2024-06-28,Studio supplies,109.66,Operating expense
728,2024-01-24,Marketing,114.17,Operating expense
729,2024-06-06,Travel,101.02,Operating expense
730,2025-03-20,Travel,103.93,Operating expense
731,2024-04-03,Studio supplies,92.13,Operating expense
732,2025-02-02,Software,63.26,Operating expense
733,2025-09-14,Equipment,509.98,Operating expense
734,2024-11-07,Marketing,352.01,Operating expense
735,2025-03-17,Insurance,98.35,Operating expense
736,2024-11-24,Insurance,138.19,Operating expense
737,2025-10-28,Contract labor,322.43,Operating expense
738,2025-07-24,Contract labor,299.93,Operating expense
739,2025-03-16,Marketing,151.68,Operating expense
740,2024-05-01,Marketing,186.34,Operating expense
741,2025-08-27,Software,11.32,Operating expense
742,2024-09-10,Travel,49.21,Operating expense
743,2024-10-22,Studio supplies,100.09,Operating expense
744,2024-07-18,Contract labor,123.88,Operating expense
745,2025-03-27,Equipment,161.23,Operating expense
746,2024-07-19,Software,65.47,Operating expense
747,2025-10-01,Equipment,250.1,Operating expense
748,2024-07-07,Studio supplies,67.54,Operating expense
749,2024-05-27,Marketing,121.35,Operating expense
750,2024-10-12,Contract labor,418.2,Operating expense
751,2024-10-14,Equipment,174.57,Operating expense
752,2024-10-27,Contract labor,387.86,Operating expense
753,2025-11-12,Insurance,76.12,Operating expense
754,2025-10-15,Travel,82.78,Operating expense
755,2024-12-10,Marketing,486.87,Operating expense
756,2024-08-06,Equipment,150.96,Operating expense
757,2025-08-29,Software,93.66,Operating expense
758,2025-03-10,Equipment,97.41,Operating expense
759,2025-10-26,Marketing,245.97,Operating expense
760,2024-12-23,Insurance,95.47,Operating expense
761,2025-04-21,Studio supplies,59.67,Operating expense
762,2025-10-12,Travel,60.23,Operating expense
763,2025-05-06,Software,185.87,Operating expense
764,2024-12-10,Studio supplies,80.46,Operating expense
765,2025-07-03,Travel,126.58,Operating expense
766,2024-01-10,Software,82.29,Operating expense
767,2024-04-02,Studio supplies,12.47,Operating expense
768,2024-09-11,Equipment,232.41,Operating expense
769,2025-08-10,Studio supplies,52.22,Operating expense
770,2025-09-18,Travel,24.08,Operating expense
771,2025-08-18,Software,28.45,Operating expense
772,2024-10-23,Contract labor,24.6,Operating expense
773,2024-08-11,Insurance,12.71,Operating expense
774,2024-07-09,Marketing,173.84,Operating expense
775,2024-07-10,Contract labor,664.87,Operating expense
776,2025-11-22,Equipment,418.75,Operating expense
777,2024-11-04,Equipment,144.44,Operating expense
778,2024-09-22,Studio supplies,99.35,Operating expense
779,2025-11-26,Marketing,892.41,Operating expense
780,2025-06-24,Studio supplies,65.52,Operating expense
781,2025-03-08,Contract labor,220.82,Operating expense
782,2025-01-28,Software,166.68,Operating expense
783,2025-05-24,Contract labor,279.14,Operating expense
784,2024-09-02,Marketing,85.44,Operating expense
785,2024-03-29,Insurance,203.56,Operating expense
786,2024-07-10,Contract labor,263.31,Operating expense
787,2025-06-12,Marketing,244.02,Operating expense
788,2024-01-02,Studio supplies,70.19,Operating expense
789,2025-02-17,Travel,81.6,Operating expense
790,2025-09-27,Marketing,211.32,Operating expense
791,2024-09-28,Software,73.85,Operating expense
792,2024-03-27,Software,59.75,Operating expense
793,2024-01-26,Contract labor,372.6,Operating expense
794,2024-06-01,Travel,46.96,Operating expense
795,2025-08-16,Studio supplies,23.51,Operating expense
796,2025-05-02,Equipment,214.6,Operating expense
797,2025-12-17,Studio supplies,80.72,Operating expense
798,2024-11-09,Studio supplies,40.18,Operating expense
799,2025-10-24,Contract labor,266.63,Operating expense
800,2025-10-01,Marketing,344.68,Operating expense
801,2025-10-03,Contract labor,374.28,Operating expense
802,2025-08-05,Insurance,15.5,Operating expense
803,2025-07-01,Marketing,77.64,Operating expense
804,2025-05-23,Studio supplies,147.62,Operating expense
805,2025-12-05,Software,34.38,Operating expense
806,2025-04-05,Software,9.26,Operating expense
807,2024-03-12,Contract labor,250.88,Operating expense
808,2024-04-02,Insurance,63.24,Operating expense
809,2025-09-26,Studio supplies,123.12,Operating expense
810,2024-12-07,Studio supplies,35.87,Operating expense
811,2024-06-20,Studio supplies,94.45,Operating expense
812,2025-06-24,Insurance,145.23,Operating expense
813,2025-06-16,Marketing,31.47,Operating expense
814,2024-07-18,Equipment,1103.01,Operating expense
815,2025-02-03,Contract labor,69.7,Operating expense
816,2024-02-04,Studio supplies,35.44,Operating expense
817,2024-09-18,Studio supplies,8.76,Operating expense
818,2025-01-16,Contract labor,56.87,Operating expense
819,2024-12-04,Software,49.75,Operating expense
820,2024-11-25,Studio supplies,67.53,Operating expense
821,2024-03-29,Contract labor,110.07,Operating expense
822,2025-01-28,Studio supplies,59.35,Operating expense
823,2025-06-23,Equipment,192.58,Operating expense
824,2025-05-17,Software,45.04,Operating expense
825,2025-06-15,Studio supplies,22.59,Operating expense
826,2025-04-10,Travel,27.86,Operating expense
827,2025-06-04,Studio supplies,41.5,Operating expense
828,2025-08-16,Marketing,24.72,Operating expense
829,2025-05-06,Software,163.88,Operating expense
830,2024-01-02,Travel,149.76,Operating expense
831,2025-01-01,Contract labor,262.52,Operating expense
832,2025-08-14,Contract labor,1090.01,Operating expense
833,2025-08-24,Studio supplies,186.36,Operating expense
834,2025-12-03,Contract labor,281.26,Operating expense
835,2025-05-22,Travel,101.39,Operating expense
836,2025-02-04,Marketing,85.54,Operating expense
837,2024-07-07,Equipment,716.33,Operating expense
838,2025-02-16,Insurance,74.14,Operating expense
839,2024-02-06,Travel,127.3,Operating expense
840,2024-12-17,Marketing,114.86,Operating expense
841,2024-02-24,Insurance,75.03,Operating expense
842,2025-10-07,Contract labor,141.6,Operating expense
843,2025-12-15,Equipment,103.29,Operating expense
844,2024-03-06,Software,118.97,Operating expense
845,2024-05-14,Software,56.72,Operating expense
846,2025-10-26,Contract labor,114.32,Operating expense
847,2025-06-02,Travel,64.76,Operating expense
848,2024-12-05,Studio supplies,104.14,Operating expense
849,2025-03-21,Studio supplies,51.85,Operating expense
850,2024-04-13,Equipment,668.02,Operating expense
851,2025-12-21,Travel,87.55,Operating expense
852,2025-11-04,Contract labor,172.95,Operating expense
853,2025-09-05,Marketing,595.72,Operating expense
854,2025-12-15,Insurance,53.06,Operating expense
855,2025-01-29,Contract labor,283.27,Operating expense
856,2025-12-02,Insurance,203.95,Operating expense
857,2025-04-07,Contract labor,263.15,Operating expense
858,2024-10-30,Equipment,344.72,Operating expense
859,2024-06-27,Marketing,74.11,Operating expense
860,2024-12-23,Equipment,944.95,Operating expense
861,2024-11-19,Marketing,90.9,Operating expense
862,2024-11-13,Marketing,158.28,Operating expense
863,2025-04-22,Travel,82.76,Operating expense
864,2025-07-23,Contract labor,259.64,Operating expense
865,2025-09-07,Marketing,122.14,Operating expense
866,2025-06-01,Contract labor,129.76,Operating expense
867,2025-04-26,Marketing,203.87,Operating expense
868,2025-04-07,Equipment,526.29,Operating expense
869,2024-08-10,Studio supplies,22.13,Operating expense
870,2025-06-27,Contract labor,328.24,Operating expense
871,2025-04-04,Marketing,242.34,Operating expense
872,2024-06-26,Contract labor,308.31,Operating expense
873,2024-08-09,Contract labor,87.4,Operating expense
874,2024-10-14,Marketing,36.29,Operating expense
875,2024-12-07,Equipment,508.24,Operating expense
876,2024-02-15,Marketing,90.9,Operating expense
877,2024-06-25,Travel,17.02,Operating expense
878,2024-06-16,Studio supplies,190.92,Operating expense
879,2025-11-07,Equipment,53.47,Operating expense
880,2025-10-05,Equipment,639.53,Operating expense
881,2025-07-22,Studio supplies,24.14,Operating expense
882,2025-06-21,Software,55.56,Operating expense
883,2024-05-11,Equipment,33.6,Operating expense
884,2025-09-13,Marketing,46.08,Operating expense
885,2025-12-22,Marketing,189.0,Operating expense
886,2024-03-13,Insurance,73.18,Operating expense
887,2025-06-21,Equipment,450.63,Operating expense
888,2024-04-14,Marketing,274.72,Operating expense
889,2025-07-22,Studio supplies,37.38,Operating expense
890,2024-12-05,Marketing,257.06,Operating expense
891,2025-10-29,Equipment,231.81,Operating expense
892,2025-08-29,Studio supplies,60.27,Operating expense
893,2024-08-05,Marketing,304.23,Operating expense
894,2025-07-12,Marketing,266.74,Operating expense
895,2024-10-03,Insurance,63.71,Operating expense
896,2025-12-03,Contract labor,40.25,Operating expense
897,2025-09-19,Contract labor,212.39,Operating expense
898,2025-06-24,Contract labor,73.95,Operating expense
899,2025-08-28,Contract labor,464.43,Operating expense
900,2024-01-29,Contract labor,188.44,Operating expense
901,2025-07-13,Equipment,885.22,Operating expense
902,2024-07-05,Marketing,410.82,Operating expense
903,2025-05-05,Marketing,452.94,Operating expense
904,2025-10-01,Marketing,459.79,Operating expense
905,2025-08-23,Contract labor,49.18,Operating expense
906,2025-03-05,Software,102.92,Operating expense
907,2024-04-10,Software,74.83,Operating expense
908,2024-03-01,Studio supplies,40.53,Operating expense
909,2025-09-20,Equipment,282.79,Operating expense
910,2025-08-29,Travel,117.48,Operating expense
911,2024-07-05,Studio supplies,29.07,Operating expense
912,2025-10-17,Marketing,63.21,Operating expense
913,2025-10-17,Equipment,158.29,Operating expense
914,2025-08-10,Marketing,129.49,Operating expense
915,2025-11-26,Marketing,354.63,Operating expense
916,2024-01-13,Marketing,227.53,Operating expense
917,2024-09-10,Studio supplies,108.47,Operating expense
918,2025-09-02,Travel,155.63,Operating expense
919,2024-11-11,Studio supplies,106.56,Operating expense
920,2025-09-22,Contract labor,91.63,Operating expense
921,2024-05-12,Studio supplies,48.96,Operating expense
922,2025-06-11,Insurance,127.65,Operating expense
923,2025-06-03,Marketing,330.25,Operating expense
924,2025-04-29,Marketing,68.53,Operating expense
925,2024-07-10,Travel,137.36,Operating expense
926,2024-05-08,Travel,115.52,Operating expense
927,2025-10-19,Travel,70.59,Operating expense
928,2024-01-21,Contract labor,709.16,Operating expense
929,2025-12-17,Software,7.22,Operating expense
930,2025-09-07,Equipment,175.77,Operating expense
931,2024-02-21,Contract labor,324.24,Operating expense
932,2025-11-08,Contract labor,260.11,Operating expense
933,2024-03-13,Insurance,88.63,Operating expense
934,2024-02-19,Equipment,247.19,Operating expense
935,2025-01-11,Marketing,180.95,Operating expense
936,2024-12-19,Contract labor,497.81,Operating expense
937,2024-05-06,Marketing,47.46,Operating expense
938,2024-12-11,Equipment,407.27,Operating expense
939,2025-02-12,Software,26.27,Operating expense
940,2024-03-07,Travel,76.89,Operating expense
941,2024-12-22,Software,26.82,Operating expense
942,2024-09-10,Marketing,279.67,Operating expense
943,2025-01-14,Studio supplies,48.87,Operating expense
944,2025-06-07,Contract labor,299.98,Operating expense
945,2025-02-01,Studio supplies,32.25,Operating expense
946,2025-05-11,Software,204.78,Operating expense
947,2024-05-19,Equipment,250.58,Operating expense
948,2025-06-10,Studio supplies,83.93,Operating expense
949,2025-10-06,Equipment,218.91,Operating expense
950,2025-07-03,Contract labor,219.63,Operating expense
951,2025-07-03,Contract labor,220.55,Operating expense
952,2024-10-11,Contract labor,261.7,Operating expense
953,2025-03-21,Equipment,48.15,Operating expense
954,2025-02-23,Equipment,152.75,Operating expense
955,2024-11-24,Travel,32.05,Operating expense
956,2024-06-14,Marketing,427.16,Operating expense
957,2024-05-02,Insurance,37.38,Operating expense
958,2025-09-19,Contract labor,397.63,Operating expense
959,2024-11-27,Marketing,65.02,Operating expense
960,2024-05-05,Studio supplies,42.41,Operating expense
961,2024-04-17,Contract labor,119.57,Operating expense
962,2025-10-02,Marketing,14.55,Operating expense
963,2025-09-02,Travel,38.59,Operating expense
964,2024-07-14,Marketing,22.33,Operating expense
965,2024-10-20,Marketing,21.49,Operating expense
966,2024-06-25,Travel,147.45,Operating expense
967,2025-01-30,Software,58.9,Operating expense
968,2024-03-16,Insurance,130.65,Operating expense
969,2024-10-26,Marketing,128.01,Operating expense
970,2025-08-16,Contract labor,216.66,Operating expense
971,2025-11-11,Contract labor,514.24,Operating expense
972,2025-09-09,Software,76.94,Operating expense
973,2025-12-23,Software,12.86,Operating expense
974,2025-05-14,Marketing,218.1,Operating expense
975,2025-09-21,Software,23.49,Operating expense
976,2025-06-25,Marketing,48.65,Operating expense
977,2024-08-31,Contract labor,112.8,Operating expense
978,2024-05-14,Insurance,90.65,Operating expense
979,2024-02-03,Equipment,80.26,Operating expense
980,2025-12-25,Contract labor,205.95,Operating expense
981,2024-03-25,Insurance,59.22,Operating expense
982,2024-04-18,Studio supplies,88.17,Operating expense
983,2024-01-31,Studio supplies,40.1,Operating expense
984,2024-03-21,Studio supplies,132.68,Operating expense
985,2025-02-01,Marketing,159.37,Operating expense
986,2024-08-02,Equipment,623.4,Operating expense
987,2025-12-28,Insurance,113.21,Operating expense
988,2025-09-29,Contract labor,150.78,Operating expense
989,2025-07-18,Marketing,303.02,Operating expense
990,2025-04-11,Studio supplies,77.47,Operating expense
991,2025-09-13,Studio supplies,27.08,Operating expense
992,2025-07-26,Contract labor,155.61,Operating expense
993,2024-12-12,Software,42.61,Operating expense
994,2024-11-29,Contract labor,366.91,Operating expense
995,2024-12-17,Software,112.38,Operating expense
996,2025-07-05,Contract labor,157.0,Operating expense
997,2025-03-09,Insurance,38.82,Operating expense
998,2024-05-28,Insurance,35.75,Operating expense
999,2025-08-05,Travel,47.06,Operating expense
1000,2025-07-21,Marketing,572.38,Operating expense
