lead_id,client_id,lead_source,service_category,inquiry_date,first_response_at,lead_status
308,408,Paid Advertisement,Branding/headshots,2024-04-04 00:00:00,2024-04-05 07:00:00,lost
309,484,Facebook,Weddings,2024-04-15 00:00:00,2024-04-17 00:00:00,qualified
310,197,Wedding Vendor,Family portraits,2024-06-13 00:00:00,2024-06-14 07:00:00,lost
311,422,Google Search,Maternity,2024-10-15 00:00:00,2024-10-17 17:00:00,lost
312,1035,Instagram,Family portraits,2024-07-04 00:00:00,2024-07-06 23:00:00,qualified
313,627,Referral,Weddings,2025-03-22 00:00:00,2025-03-22 19:00:00,qualified
314,455,Paid Advertisement,Couples,2024-04-19 00:00:00,2024-04-19 13:00:00,lost
315,81,Paid Advertisement,Newborn,2025-06-15 00:00:00,2025-06-16 12:00:00,qualified
316,899,Local Event,Maternity,2024-12-09 00:00:00,2024-12-11 10:00:00,qualified
317,371,Repeat Client,Family portraits,2025-12-22 00:00:00,2025-12-24 15:00:00,qualified
318,383,instgram,Newborn,2024-01-15 00:00:00,2024-01-16 12:00:00,qualified
319,643,Paid Advertisement,Mini sessions,2024-12-07 00:00:00,2024-12-09 17:00:00,qualified
320,74,Google Search,Weddings,2024-06-21 00:00:00,2024-06-22 23:00:00,new
321,716,Referral,Mini sessions,2024-08-27 00:00:00,2024-08-28 18:00:00,lost
322,686,Google Search,Graduation,2025-06-23 00:00:00,2025-06-23 20:00:00,lost
323,455,Referral,Maternity,2024-06-04 00:00:00,2024-06-04 01:00:00,lost
324,566,Instagram,Maternity,2024-08-28 00:00:00,2024-08-29 07:00:00,lost
325,466,Google Search,Maternity,2025-04-14 00:00:00,2025-04-14 15:00:00,contacted
326,885,Instagram,Family portraits,2024-10-13 00:00:00,2024-10-13 10:00:00,qualified
327,211,Instagram,Family portraits,2025-09-18 00:00:00,2025-09-18 21:00:00,qualified
328,465,Google Search,Maternity,2025-04-28 00:00:00,2025-04-30 11:00:00,lost
329,398,Google Search,Graduation,2025-03-10 00:00:00,2025-03-12 02:00:00,new
330,889,Repeat Client,Graduation,2025-05-05 00:00:00,2025-05-07 07:00:00,lost
331,579,Referral,Couples,2024-07-03 00:00:00,2024-07-04 18:00:00,qualified
332,429,Referral,Graduation,2025-03-13 00:00:00,2025-03-14 08:00:00,contacted
333,1142,Wedding Vendor,Branding/headshots,2025-02-12 00:00:00,2025-02-13 13:00:00,contacted
334,569,Instagram,Couples,2025-01-08 00:00:00,2025-01-09 22:00:00,qualified
335,650,Instagram,Branding/headshots,2025-04-28 00:00:00,2025-04-29 19:00:00,contacted
336,1166,Facebook,Newborn,2024-06-02 00:00:00,2024-06-02 10:00:00,lost
337,1130,Instagram,Mini sessions,2025-11-12 00:00:00,2025-11-12 05:00:00,lost
338,243,Instagram,Mini sessions,2025-11-10 00:00:00,2025-11-10 01:00:00,lost
339,1031,Google Search,Newborn,2025-02-01 00:00:00,2025-02-01 14:00:00,qualified
340,874,Google Search,Mini sessions,2025-10-15 00:00:00,2025-10-16 03:00:00,lost
341,254,Facebook,Family portraits,2024-09-17 00:00:00,2024-09-19 03:00:00,qualified
342,1105,Facebook,Weddings,2025-08-07 00:00:00,2025-08-07 05:00:00,lost
343,1043,Instagram,Graduation,2024-06-13 00:00:00,2024-06-14 17:00:00,qualified
344,551,Paid Advertisement,Branding/headshots,2024-03-08 00:00:00,2024-03-08 21:00:00,lost
345,194,Wedding Vendor,Couples,2024-11-22 00:00:00,2024-11-22 06:00:00,qualified
346,418,Local Event,Family portraits,2025-09-23 00:00:00,2025-09-24 22:00:00,lost
347,477,Instagram,Family portraits,2024-09-28 00:00:00,2024-09-29 02:00:00,qualified
348,1184,Facebook,Mini sessions,2025-11-07 00:00:00,2025-11-07 13:00:00,qualified
349,664,Instagram,Weddings,2025-05-13 00:00:00,2025-05-14 14:00:00,lost
350,1191,Facebook,Mini sessions,2024-12-27 00:00:00,2024-12-27 22:00:00,lost
351,833,Instagram,Graduation,2024-08-24 00:00:00,2024-08-24 23:00:00,qualified
352,379,Google Search,Family portraits,2024-01-24 00:00:00,2024-01-25 06:00:00,qualified
353,645,Facebook,Family portraits,2025-12-20 00:00:00,2025-12-22 23:00:00,lost
354,94,Google Search,Newborn,2025-09-12 00:00:00,2025-09-12 16:00:00,lost
355,228,Referral,Family portraits,2024-08-26 00:00:00,2024-08-26 12:00:00,qualified
356,763,Paid Advertisement,Family portraits,2025-10-27 00:00:00,2025-10-28 15:00:00,qualified
357,393,Referral,Weddings,2025-06-16 00:00:00,2025-06-16 23:00:00,contacted
358,845,Referral,Weddings,2025-05-15 00:00:00,2025-05-16 05:00:00,new
359,765,Instagram,Mini sessions,2024-03-22 00:00:00,2024-03-24 00:00:00,qualified
360,168,Facebook,Family portraits,2024-10-29 00:00:00,2024-10-31 18:00:00,qualified
361,842,Instagram,Branding/headshots,2025-01-26 00:00:00,2025-01-28 14:00:00,qualified
362,476,Facebook,Weddings,2025-12-11 00:00:00,2025-12-11 10:00:00,lost
363,349,Referral,Mini sessions,2025-09-30 00:00:00,2025-10-02 20:00:00,qualified
364,553,Instagram,Mini sessions,2024-08-02 00:00:00,2024-08-04 00:00:00,qualified
365,1135,Facebook,Weddings,2025-08-02 00:00:00,2025-08-02 02:00:00,lost
366,137,Instagram,Branding/headshots,2025-05-02 00:00:00,2025-05-04 15:00:00,qualified
367,713,Referal,Branding/headshots,2024-06-12 00:00:00,2024-06-13 01:00:00,qualified
368,572,Repeat Client,Branding/headshots,2025-04-17 00:00:00,2025-04-19 13:00:00,lost
369,178,Instagram,Branding/headshots,2024-05-28 00:00:00,2024-05-29 05:00:00,new
370,802,Instagram,Branding/headshots,2025-12-20 00:00:00,2025-12-21 12:00:00,lost
371,97,Google Search,Newborn,2025-12-11 00:00:00,2025-12-12 07:00:00,qualified
372,135,Instagram,Mini sessions,2024-11-18 00:00:00,2024-11-18 04:00:00,lost
373,1035,Referral,Branding/headshots,2024-05-29 00:00:00,2024-05-29 06:00:00,qualified
374,561,Repeat Client,Weddings,2024-06-26 00:00:00,2024-06-26 14:00:00,contacted
375,919,Paid Advertisement,Graduation,2025-05-28 00:00:00,2025-05-28 13:00:00,lost
376,315,google,Branding/headshots,2024-09-26 00:00:00,2024-09-28 13:00:00,new
377,502,Paid Advertisement,Family portraits,2025-11-18 00:00:00,2025-11-18 17:00:00,qualified
378,860,instgram,Graduation,2024-07-16 00:00:00,2024-07-17 07:00:00,lost
379,971,Repeat Client,Graduation,2024-05-12 00:00:00,2024-05-14 16:00:00,qualified
380,899,Google Search,Maternity,2025-08-16 00:00:00,2025-08-18 08:00:00,qualified
381,261,Google Search,Newborn,2025-05-15 00:00:00,2025-05-17 16:00:00,qualified
382,797,Google Search,Family portraits,2025-06-25 00:00:00,2025-06-26 14:00:00,lost
383,99,Local Event,Family portraits,2025-10-13 00:00:00,2025-10-15 19:00:00,qualified
384,427,Referral,Weddings,2024-04-08 00:00:00,2024-04-10 11:00:00,new
385,406,Instagram,Maternity,2025-08-07 00:00:00,2025-08-07 10:00:00,lost
386,305,Repeat Client,Weddings,2024-09-02 00:00:00,2024-09-02 22:00:00,qualified
387,50,Paid Advertisement,Graduation,2025-09-05 00:00:00,2025-09-06 15:00:00,qualified
388,223,Facebook,Family portraits,2025-08-21 00:00:00,2025-08-23 20:00:00,qualified
389,483,Referral,Newborn,2024-05-12 00:00:00,2024-05-13 01:00:00,qualified
390,467,Wedding Vendor,Branding/headshots,2024-07-05 00:00:00,2024-07-07 11:00:00,lost
391,573,Facebook,Weddings,2025-11-25 00:00:00,2025-11-26 03:00:00,lost
392,181,Referral,Newborn,2025-09-28 00:00:00,2025-09-30 05:00:00,qualified
393,1170,Wedding Vendor,Mini sessions,2025-10-19 00:00:00,2025-10-19 21:00:00,qualified
394,238,Referral,Branding/headshots,2025-12-30 00:00:00,2025-12-30 23:00:00,lost
395,1034,Google Search,Maternity,2025-08-18 00:00:00,2025-08-19 23:00:00,qualified
396,1139,Facebook,Family portraits,2025-11-02 00:00:00,2025-11-02 01:00:00,qualified
397,1149,Referral,Weddings,2025-10-15 00:00:00,2025-10-16 02:00:00,qualified
398,1018,Referral,Branding/headshots,2024-12-25 00:00:00,2024-12-27 11:00:00,qualified
399,594,Referral,Family portraits,2024-01-10 00:00:00,2024-01-10 02:00:00,contacted
400,377,Facebook,Graduation,2024-10-28 00:00:00,2024-10-29 23:00:00,lost
401,507,Google Search,Mini sessions,2024-07-19 00:00:00,2024-07-19 22:00:00,qualified
402,1157,Wedding Vendor,Weddings,2025-06-16 00:00:00,2025-06-18 01:00:00,new
403,1064,Instagram,Branding/headshots,2024-11-17 00:00:00,2024-11-18 03:00:00,contacted
404,554,Facebook,Mini sessions,2025-02-20 00:00:00,2025-02-21 06:00:00,lost
405,849,Google Search,Mini sessions,2025-12-07 00:00:00,2025-12-09 16:00:00,qualified
406,551,Instagram,Couples,2025-05-21 00:00:00,2025-05-22 16:00:00,lost
407,623,Instagram,Newborn,2024-09-02 00:00:00,2024-09-02 14:00:00,qualified
408,65,Instagram,Family portraits,2025-10-22 00:00:00,2025-10-24 12:00:00,contacted
409,765,Instagram,Newborn,2024-07-28 00:00:00,2024-07-29 13:00:00,qualified
410,921,Facebook,Weddings,2024-06-07 00:00:00,2024-06-08 13:00:00,lost
411,929,Instagram,Family portraits,2024-08-10 00:00:00,2024-08-12 08:00:00,lost
412,413,Repeat Client,Couples,2025-02-24 00:00:00,2025-02-25 03:00:00,contacted
413,832,Local Event,Weddings,2024-10-06 00:00:00,2024-10-08 20:00:00,qualified
414,1170,Facebook,Mini sessions,2024-05-26 00:00:00,2024-05-28 00:00:00,lost
415,1127,Referal,Branding/headshots,2025-09-12 00:00:00,2025-09-12 11:00:00,contacted
416,77,Paid Advertisement,Newborn,2025-05-26 00:00:00,2025-05-28 00:00:00,qualified
417,524,Paid Advertisement,Family portraits,2025-10-19 00:00:00,2025-10-20 05:00:00,qualified
418,685,Facebook,Couples,2024-10-20 00:00:00,2024-10-22 15:00:00,lost
419,1175,Referral,Family portraits,2024-11-14 00:00:00,2024-11-15 16:00:00,qualified
420,726,Referral,Couples,2025-12-11 00:00:00,2025-12-13 20:00:00,lost
421,186,Facebook,Maternity,2024-03-16 00:00:00,2024-03-18 00:00:00,contacted
422,582,Instagram,Family portraits,2024-03-26 00:00:00,2024-03-28 02:00:00,contacted
423,586,Referral,Weddings,2024-06-03 00:00:00,2024-06-04 07:00:00,lost
424,943,Google Search,Family portraits,2025-11-12 00:00:00,2025-11-12 13:00:00,qualified
425,974,Facebook,Mini sessions,2025-09-20 00:00:00,2025-09-22 02:00:00,lost
426,112,Google Search,Graduation,2024-08-18 00:00:00,2024-08-20 19:00:00,lost
427,413,Facebook,Couples,2025-02-05 00:00:00,2025-02-05 11:00:00,lost
428,551,Face book,Family portraits,2025-11-10 00:00:00,2025-11-11 04:00:00,qualified
429,14,Instagram,Maternity,2024-06-02 00:00:00,2024-06-02 09:00:00,lost
430,849,Instagram,Couples,2025-10-18 00:00:00,2025-10-18 02:00:00,lost
431,202,Instagram,Couples,2025-12-15 00:00:00,2025-12-16 07:00:00,contacted
432,1078,Wedding Vendor,Family portraits,2025-11-25 00:00:00,2025-11-26 18:00:00,qualified
433,1097,Facebook,Branding/headshots,2024-03-26 00:00:00,2024-03-27 18:00:00,contacted
434,1097,Paid Advertisement,Newborn,2025-05-31 00:00:00,2025-06-01 16:00:00,contacted
435,933,Referral,Branding/headshots,2025-04-24 00:00:00,2025-04-26 11:00:00,qualified
436,1078,Google Search,Mini sessions,2025-03-19 00:00:00,2025-03-21 01:00:00,lost
437,19,Local Event,Couples,2025-09-20 00:00:00,2025-09-20 21:00:00,qualified
438,988,instgram,Family portraits,2024-12-25 00:00:00,2024-12-26 11:00:00,lost
439,133,Google Search,Couples,2025-04-25 00:00:00,2025-04-27 12:00:00,new
440,476,Google Search,Graduation,2024-09-01 00:00:00,2024-09-02 19:00:00,new
441,369,Instagram,Family portraits,2025-04-26 00:00:00,2025-04-27 08:00:00,qualified
442,984,Facebook,Couples,2024-06-04 00:00:00,2024-06-04 11:00:00,lost
443,416,Paid Advertisement,Maternity,2025-11-27 00:00:00,2025-11-29 03:00:00,new
444,1087,Google Search,Branding/headshots,2025-04-28 00:00:00,2025-04-29 01:00:00,new
445,536,Instagram,Graduation,2025-11-30 00:00:00,2025-12-01 00:00:00,qualified
446,683,Referral,Maternity,2025-08-04 00:00:00,2025-08-04 08:00:00,lost
447,710,Instagram,Family portraits,2024-03-08 00:00:00,2024-03-09 05:00:00,qualified
448,561,Paid Advertisement,Graduation,2024-06-25 00:00:00,2024-06-25 10:00:00,lost
449,856,Facebook,Couples,2024-10-26 00:00:00,2024-10-27 13:00:00,lost
450,499,Referral,Maternity,2024-07-31 00:00:00,2024-08-01 17:00:00,new
451,803,Referral,Mini sessions,2024-03-02 00:00:00,2024-03-02 22:00:00,qualified
452,856,Instagram,Maternity,2025-11-04 00:00:00,2025-11-06 16:00:00,qualified
453,637,Instagram,Family portraits,2024-06-02 00:00:00,2024-06-04 23:00:00,contacted
454,444,Local Event,Mini sessions,2025-01-16 00:00:00,2025-01-18 11:00:00,qualified
455,381,Referral,Mini sessions,2024-08-11 00:00:00,2024-08-13 15:00:00,qualified
456,1043,Instagram,Graduation,2024-03-12 00:00:00,2024-03-12 03:00:00,qualified
457,199,Referral,Family portraits,2024-08-02 00:00:00,2024-08-04 20:00:00,lost
458,1170,Google Search,Branding/headshots,2025-09-15 00:00:00,2025-09-17 08:00:00,lost
459,1083,Facebook,Newborn,2025-11-30 00:00:00,2025-11-30 05:00:00,qualified
460,44,Referral,Branding/headshots,2025-10-31 00:00:00,2025-11-02 13:00:00,qualified
461,545,Repeat Client,Family portraits,2024-10-06 00:00:00,2024-10-06 13:00:00,lost
462,934,Facebook,Newborn,2024-03-22 00:00:00,2024-03-25 00:00:00,lost
463,793,Facebook,Newborn,2025-07-28 00:00:00,2025-07-28 02:00:00,qualified
464,485,Referral,Branding/headshots,2024-05-15 00:00:00,2024-05-17 23:00:00,contacted
465,607,Instagram,Graduation,2025-04-03 00:00:00,2025-04-03 18:00:00,qualified
466,1046,Referal,Mini sessions,2024-09-13 00:00:00,2024-09-13 15:00:00,lost
467,1057,Referral,Family portraits,2024-11-15 00:00:00,2024-11-15 13:00:00,qualified
468,1014,Facebook,Mini sessions,2025-03-21 00:00:00,2025-03-21 19:00:00,lost
469,399,Google Search,Weddings,2024-09-28 00:00:00,2024-09-28 15:00:00,qualified
470,186,Paid Advertisement,Branding/headshots,2024-06-20 00:00:00,2024-06-20 22:00:00,lost
471,1084,Google Search,Family portraits,2025-08-03 00:00:00,2025-08-03 04:00:00,lost
472,4,Google Search,Mini sessions,2025-05-01 00:00:00,2025-05-02 21:00:00,lost
473,742,Paid Advertisement,Branding/headshots,2025-01-20 00:00:00,2025-01-21 17:00:00,qualified
474,846,Wedding Vendor,Branding/headshots,2025-07-06 00:00:00,2025-07-08 12:00:00,qualified
475,1159,Google Search,Mini sessions,2025-11-21 00:00:00,2025-11-22 15:00:00,qualified
476,1038,google,Weddings,2025-09-10 00:00:00,2025-09-10 15:00:00,qualified
477,1090,Paid Advertisement,Newborn,2025-07-25 00:00:00,2025-07-27 17:00:00,qualified
478,724,Referral,Mini sessions,2024-10-24 00:00:00,2024-10-25 21:00:00,qualified
479,235,Local Event,Couples,2025-09-07 00:00:00,2025-09-08 15:00:00,qualified
480,960,Instagram,Weddings,2025-02-22 00:00:00,2025-02-22 07:00:00,qualified
481,119,google,Family portraits,2024-02-25 00:00:00,2024-02-27 21:00:00,qualified
482,76,Instagram,Mini sessions,2024-05-29 00:00:00,2024-05-30 11:00:00,contacted
483,626,Facebook,Newborn,2025-02-03 00:00:00,2025-02-03 20:00:00,contacted
484,231,Google Search,Weddings,2024-04-28 00:00:00,2024-04-30 07:00:00,qualified
485,85,Instagram,Newborn,2024-09-12 00:00:00,2024-09-12 17:00:00,qualified
486,688,Referal,Maternity,2024-12-14 00:00:00,2024-12-16 21:00:00,qualified
487,604,Repeat Client,Newborn,2024-03-02 00:00:00,2024-03-04 12:00:00,lost
488,447,google,Maternity,2024-12-23 00:00:00,2024-12-23 14:00:00,qualified
489,913,Local Event,Weddings,2024-05-29 00:00:00,2024-05-29 19:00:00,lost
490,553,Referral,Branding/headshots,2025-03-22 00:00:00,2025-03-22 22:00:00,lost
491,317,Local Event,Family portraits,2024-11-10 00:00:00,2024-11-12 22:00:00,qualified
492,913,Instagram,Family portraits,2024-10-11 00:00:00,2024-10-11 05:00:00,qualified
493,994,Google Search,Branding/headshots,2025-08-24 00:00:00,2025-08-25 00:00:00,new
494,1181,Referral,Mini sessions,2024-03-21 00:00:00,2024-03-23 08:00:00,qualified
495,793,Instagram,Graduation,2025-05-25 00:00:00,2025-05-26 07:00:00,lost
496,397,Repeat Client,Graduation,2024-11-27 00:00:00,2024-11-27 01:00:00,lost
497,112,Local Event,Branding/headshots,2024-09-21 00:00:00,2024-09-22 17:00:00,contacted
498,677,Face book,Branding/headshots,2025-04-07 00:00:00,2025-04-09 21:00:00,qualified
499,382,Facebook,Maternity,2025-02-06 00:00:00,2025-02-08 10:00:00,contacted
500,966,Referral,Graduation,2024-06-21 00:00:00,2024-06-23 14:00:00,qualified
501,334,Referal,Maternity,2025-06-18 00:00:00,2025-06-18 19:00:00,qualified
502,271,Repeat Client,Weddings,2024-10-06 00:00:00,2024-10-07 13:00:00,lost
503,970,Instagram,Graduation,2024-05-02 00:00:00,2024-05-04 06:00:00,qualified
504,520,Facebook,Weddings,2025-02-13 00:00:00,2025-02-13 18:00:00,lost
505,339,Face book,Couples,2024-11-29 00:00:00,2024-11-30 20:00:00,lost
506,287,Instagram,Branding/headshots,2024-09-05 00:00:00,2024-09-06 19:00:00,qualified
507,896,Instagram,Graduation,2024-04-30 00:00:00,2024-04-30 12:00:00,contacted
508,935,Instagram,Maternity,2025-02-19 00:00:00,2025-02-19 21:00:00,qualified
509,595,Paid Advertisement,Newborn,2025-10-03 00:00:00,2025-10-05 13:00:00,qualified
510,441,Wedding Vendor,Family portraits,2025-10-14 00:00:00,2025-10-15 07:00:00,lost
511,225,Referral,Family portraits,2024-12-17 00:00:00,2024-12-17 12:00:00,qualified
512,854,Facebook,Branding/headshots,2024-03-23 00:00:00,2024-03-25 15:00:00,qualified
513,875,Referral,Branding/headshots,2024-11-02 00:00:00,2024-11-03 02:00:00,lost
514,1019,Wedding Vendor,Graduation,2024-08-01 00:00:00,2024-08-02 04:00:00,lost
515,263,Local Event,Couples,2025-04-03 00:00:00,2025-04-05 09:00:00,new
516,762,Instagram,Mini sessions,2025-12-16 00:00:00,2025-12-18 05:00:00,qualified
517,362,Google Search,Mini sessions,2025-10-30 00:00:00,2025-11-01 04:00:00,lost
518,832,Paid Advertisement,Mini sessions,2025-03-21 00:00:00,2025-03-22 02:00:00,new
519,370,instgram,Couples,2025-03-28 00:00:00,2025-03-28 20:00:00,lost
520,631,Wedding Vendor,Weddings,2025-10-23 00:00:00,2025-10-23 18:00:00,contacted
521,1096,Instagram,Mini sessions,2024-02-01 00:00:00,2024-02-02 20:00:00,qualified
522,780,Instagram,Mini sessions,2024-10-15 00:00:00,2024-10-17 00:00:00,qualified
523,157,Repeat Client,Newborn,2024-08-22 00:00:00,2024-08-23 09:00:00,new
524,555,Instagram,Family portraits,2024-03-11 00:00:00,2024-03-13 10:00:00,lost
525,607,Referral,Family portraits,2025-12-31 00:00:00,2026-01-02 03:00:00,lost
526,857,Paid Advertisement,Weddings,2025-05-21 00:00:00,2025-05-23 04:00:00,qualified
527,348,Wedding Vendor,Couples,2024-07-25 00:00:00,2024-07-26 09:00:00,qualified
528,106,Referral,Graduation,2025-05-24 00:00:00,2025-05-26 09:00:00,contacted
529,33,Paid Advertisement,Maternity,2024-04-27 00:00:00,2024-04-28 10:00:00,qualified
530,1089,instgram,Family portraits,2025-03-13 00:00:00,2025-03-15 21:00:00,qualified
531,1038,Paid Advertisement,Weddings,2025-09-17 00:00:00,2025-09-17 09:00:00,qualified
532,432,Google Search,Newborn,2025-09-19 00:00:00,2025-09-21 12:00:00,qualified
533,31,Instagram,Weddings,2025-09-18 00:00:00,2025-09-19 04:00:00,qualified
534,30,Instagram,Family portraits,2024-06-24 00:00:00,2024-06-25 17:00:00,qualified
535,385,Google Search,Couples,2024-06-03 00:00:00,2024-06-04 20:00:00,qualified
536,648,Paid Advertisement,Weddings,2025-04-29 00:00:00,2025-04-29 14:00:00,qualified
537,1067,Instagram,Newborn,2025-09-26 00:00:00,2025-09-26 07:00:00,qualified
538,304,Wedding Vendor,Mini sessions,2025-07-06 00:00:00,2025-07-07 13:00:00,lost
539,751,Referral,Graduation,2025-06-15 00:00:00,2025-06-17 21:00:00,qualified
540,771,Wedding Vendor,Graduation,2025-09-09 00:00:00,2025-09-11 06:00:00,lost
541,279,Instagram,Family portraits,2024-06-12 00:00:00,2024-06-13 11:00:00,qualified
542,651,Wedding Vendor,Weddings,2024-07-05 00:00:00,2024-07-07 12:00:00,lost
543,854,Paid Advertisement,Graduation,2025-01-01 00:00:00,2025-01-03 16:00:00,lost
544,996,Instagram,Weddings,2025-10-03 00:00:00,2025-10-06 00:00:00,contacted
545,205,Facebook,Newborn,2025-06-24 00:00:00,2025-06-26 19:00:00,lost
546,886,Referral,Family portraits,2024-10-19 00:00:00,2024-10-20 02:00:00,contacted
547,240,Facebook,Maternity,2024-02-14 00:00:00,2024-02-16 13:00:00,qualified
548,539,Referal,Mini sessions,2025-10-01 00:00:00,2025-10-01 01:00:00,contacted
549,192,Instagram,Graduation,2025-03-21 00:00:00,2025-03-22 07:00:00,contacted
550,990,google,Graduation,2024-05-01 00:00:00,2024-05-02 11:00:00,qualified
551,1044,Face book,Branding/headshots,2024-07-19 00:00:00,2024-07-21 19:00:00,contacted
552,474,Paid Advertisement,Branding/headshots,2024-12-22 00:00:00,2024-12-22 04:00:00,qualified
553,240,Instagram,Family portraits,2025-04-28 00:00:00,2025-04-29 00:00:00,qualified
554,768,Referral,Mini sessions,2024-11-16 00:00:00,2024-11-16 15:00:00,qualified
555,1090,Instagram,Weddings,2024-05-16 00:00:00,2024-05-17 03:00:00,lost
556,81,Referral,Family portraits,2025-07-04 00:00:00,2025-07-06 10:00:00,lost
557,753,Instagram,Maternity,2025-12-06 00:00:00,2025-12-08 10:00:00,qualified
558,981,Facebook,Branding/headshots,2024-10-06 00:00:00,2024-10-08 22:00:00,qualified
559,255,Referal,Couples,2025-10-19 00:00:00,2025-10-19 08:00:00,qualified
560,101,Instagram,Graduation,2025-05-31 00:00:00,2025-05-31 08:00:00,qualified
561,418,Local Event,Mini sessions,2025-09-11 00:00:00,2025-09-13 16:00:00,contacted
562,753,Local Event,Couples,2024-01-19 00:00:00,2024-01-21 00:00:00,lost
563,40,Google Search,Graduation,2024-07-08 00:00:00,2024-07-10 11:00:00,qualified
564,366,Referral,Newborn,2024-09-24 00:00:00,2024-09-24 18:00:00,lost
565,670,Referral,Mini sessions,2025-11-02 00:00:00,2025-11-04 16:00:00,new
566,1083,Instagram,Family portraits,2024-04-30 00:00:00,2024-05-02 15:00:00,qualified
567,849,Facebook,Couples,2024-10-24 00:00:00,2024-10-25 17:00:00,lost
568,783,Paid Advertisement,Weddings,2024-04-28 00:00:00,2024-04-30 03:00:00,qualified
569,564,Referral,Branding/headshots,2024-11-06 00:00:00,2024-11-08 12:00:00,lost
570,365,Paid Advertisement,Family portraits,2025-03-24 00:00:00,2025-03-26 23:00:00,qualified
571,1060,Repeat Client,Maternity,2025-05-12 00:00:00,2025-05-12 03:00:00,lost
572,400,Google Search,Weddings,2024-11-28 00:00:00,2024-11-30 23:00:00,contacted
573,1137,Google Search,Mini sessions,2024-04-21 00:00:00,2024-04-21 08:00:00,qualified
574,439,Instagram,Couples,2025-04-21 00:00:00,2025-04-21 15:00:00,qualified
575,960,Wedding Vendor,Maternity,2024-11-10 00:00:00,2024-11-11 21:00:00,qualified
576,921,Facebook,Weddings,2024-05-05 00:00:00,2024-05-05 13:00:00,new
577,306,Instagram,Newborn,2024-04-07 00:00:00,2024-04-08 11:00:00,lost
578,163,Google Search,Mini sessions,2024-10-04 00:00:00,2024-10-05 07:00:00,contacted
579,857,Referral,Weddings,2024-05-23 00:00:00,2024-05-23 09:00:00,lost
580,345,Paid Advertisement,Family portraits,2025-12-18 00:00:00,2025-12-18 08:00:00,qualified
581,271,Instagram,Couples,2024-12-01 00:00:00,2024-12-01 17:00:00,qualified
582,1101,Instagram,Graduation,2025-08-16 00:00:00,2025-08-17 08:00:00,lost
583,951,Instagram,Family portraits,2025-10-27 00:00:00,2025-10-27 13:00:00,contacted
584,1086,Face book,Family portraits,2025-07-06 00:00:00,2025-07-07 17:00:00,qualified
585,860,Repeat Client,Mini sessions,2024-11-21 00:00:00,2024-11-21 08:00:00,qualified
586,754,Paid Advertisement,Newborn,2025-12-08 00:00:00,2025-12-09 22:00:00,contacted
587,25,Instagram,Family portraits,2025-10-19 00:00:00,2025-10-19 20:00:00,qualified
588,531,google,Weddings,2024-05-18 00:00:00,2024-05-18 22:00:00,lost
589,243,Repeat Client,Couples,2024-07-17 00:00:00,2024-07-19 00:00:00,lost
590,137,Paid Advertisement,Couples,2024-08-28 00:00:00,2024-08-31 00:00:00,qualified
591,1098,Wedding Vendor,Graduation,2025-04-27 00:00:00,2025-04-29 03:00:00,qualified
592,516,Google Search,Branding/headshots,2025-08-31 00:00:00,2025-08-31 08:00:00,qualified
593,566,Local Event,Family portraits,2024-03-18 00:00:00,2024-03-20 03:00:00,qualified
594,611,Instagram,Mini sessions,2025-05-19 00:00:00,2025-05-19 11:00:00,lost
595,390,Google Search,Couples,2024-05-09 00:00:00,2024-05-09 05:00:00,lost
596,256,Google Search,Branding/headshots,2025-11-01 00:00:00,2025-11-01 18:00:00,lost
597,1199,Repeat Client,Graduation,2025-05-11 00:00:00,2025-05-12 01:00:00,lost
598,246,Instagram,Couples,2025-10-08 00:00:00,2025-10-09 13:00:00,lost
599,32,Referral,Mini sessions,2024-10-24 00:00:00,2024-10-26 04:00:00,qualified
600,193,Facebook,Couples,2025-09-30 00:00:00,2025-10-01 12:00:00,lost
601,1038,Referral,Branding/headshots,2025-12-17 00:00:00,2025-12-19 12:00:00,lost
602,1107,Facebook,Mini sessions,2024-05-21 00:00:00,2024-05-23 11:00:00,qualified
603,963,Paid Advertisement,Weddings,2025-10-19 00:00:00,2025-10-20 18:00:00,lost
604,951,Facebook,Graduation,2024-07-05 00:00:00,2024-07-05 13:00:00,qualified
605,323,Wedding Vendor,Maternity,2025-06-17 00:00:00,2025-06-19 15:00:00,lost
606,650,Local Event,Branding/headshots,2025-09-16 00:00:00,2025-09-18 23:00:00,lost
607,1059,Repeat Client,Maternity,2024-08-16 00:00:00,2024-08-16 18:00:00,new
608,94,Wedding Vendor,Family portraits,2024-11-27 00:00:00,2024-11-28 17:00:00,qualified
609,128,Instagram,Couples,2024-11-28 00:00:00,2024-11-29 15:00:00,lost
610,479,Instagram,Newborn,2024-06-11 00:00:00,2024-06-13 15:00:00,lost
611,162,Instagram,Weddings,2024-02-01 00:00:00,2024-02-02 20:00:00,contacted
612,28,Facebook,Weddings,2025-02-28 00:00:00,2025-03-02 05:00:00,lost
613,1142,Wedding Vendor,Branding/headshots,2025-02-06 00:00:00,2025-02-07 09:00:00,lost
614,606,Referral,Maternity,2025-03-13 00:00:00,2025-03-15 22:00:00,lost
615,951,Paid Advertisement,Graduation,2025-10-21 00:00:00,2025-10-23 02:00:00,qualified
616,651,Referral,Couples,2024-09-03 00:00:00,2024-09-04 23:00:00,qualified
617,528,Repeat Client,Couples,2025-04-11 00:00:00,2025-04-11 07:00:00,qualified
